No,Nama Lengkap,Prodi,Jenis Kelamin,Jarak Tempat Tinggal kekampus (Km),Asal Sekolah,Tahun Lulus,SKS,Ikut Organisasi,Ikut UKM,IPK,Pekerjaan Orang Tua,Penghasilan,Tanggungan,Status Beasiswa,,,,,,,,,,,
643,Tani Ovid,S1 Keperawatan | Reguler,L,Dekat,SMAN 1 TALANGPADANG,2018,20,Ikut,Tidak,3.17,Quality Engineer,Sedang,3,Terima,,,,,,,,,,,
644,Petr Chavez,S1 Keperawatan | Reguler,L,Dekat,SMA N 1 BANDAR MATARAM,2018,18,Ikut,Tidak,3.57,Executive Secretary,Tinggi,1,Terima,,,,,,,,,,,
645,Devondra Morphet,S1 Keperawatan | Reguler,L,Jauh,SMA Negeri 9 Bekasi,2019,20,Ikut,Tidak,3.57,Help Desk Operator,Sedang,2,Terima,,,,,,,,,,,
646,Brendan Novelli,S1 Keperawatan | Reguler,P,Jauh,SMA N 1 BANDAR MATARAM,2018,20,Ikut,Ikut,3.12,Media Manager IV,Rendah,3,Tidak,,,,,,,,,,,
647,Wadsworth Tevelov,S1 Keperawatan | Reguler,L,Dekat,SMAN 15 BANDAR LAMPUNG,2020,18,Ikut,Tidak,3.17,Dental Hygienist,Tinggi,3,Tidak,,,,,,,,,,,
648,Chaim Bunny,S1 Keperawatan | Reguler,P,Dekat,SMK SMTI BANDAR LAMPUNG,2018,21,Tidak,Tidak,3.11,Structural Analysis Engineer,Tinggi,4,Terima,,,,,,,,,,,
649,Sonia Rowbotham,S1 Keperawatan | Reguler,P,Jauh,SMK Teratai Putih Bekasi,2018,21,Tidak,Ikut,3.57,VP Quality Control,Tinggi,3,Terima,,,,,,,,,,,
650,Camala Laborda,S1 Keperawatan | Reguler,L,Dekat,SMK SMTI BANDAR LAMPUNG,2018,18,Ikut,Tidak,3.39,Clinical Specialist,Rendah,3,Tidak,,,,,,,,,,,
651,Sidnee Farrington,S1 Keperawatan | Reguler,P,Dekat,SMA Negeri 9 Bekasi,2018,21,Ikut,Ikut,3.41,Assistant Media Planner,Rendah,5,Terima,,,,,,,,,,,
652,Sal Fern,S1 Keperawatan | Reguler,P,Jauh,SMA XAVERIUS PRINGSEWU,2018,18,Ikut,Tidak,3.39,Occupational Therapist,Tinggi,5,Tidak,,,,,,,,,,,
653,Madelina Palley,S1 Keperawatan | Reguler,L,Jauh,SMA Negeri 36 Malang,2018,20,Ikut,Tidak,3.14,Desktop Support Technician,Tinggi,4,Tidak,,,,,,,,,,,
654,Octavius Parcell,S1 Keperawatan | Reguler,L,Dekat,MAN 3 PALEMBANG,2018,21,Tidak,Ikut,3,Librarian,Sedang,5,Tidak,,,,,,,,,,,
655,Donn Pickervance,S1 Keperawatan | Reguler,P,Dekat,SMK Negeri 13 Bantargebang,2019,20,Tidak,Ikut,3.5,Senior Editor,Tinggi,3,Terima,,,,,,,,,,,
656,Annabel Satteford,S1 Keperawatan | Reguler,L,Jauh,SMA Negeri 9 Bekasi,2020,20,Tidak,Ikut,3.76,Automation Specialist IV,Sedang,1,Tidak,,,,,,,,,,,
657,Arly Seabert,S1 Keperawatan | Reguler,L,Dekat,SMK NEGERI 2 METRO,2019,21,Tidak,Tidak,3.17,Teacher,Sedang,3,Terima,,,,,,,,,,,
658,Morie Duplan,S1 Keperawatan | Reguler,P,Jauh,SMK YP 96 BUKIT KEMUNING,2018,21,Tidak,Ikut,3.1,Senior Editor,Tinggi,3,Terima,,,,,,,,,,,
659,Delbert Berthelet,S1 Keperawatan | Reguler,P,Dekat,SMAN 15 BANDAR LAMPUNG,2018,21,Tidak,Ikut,3.11,Financial Advisor,Tinggi,5,Tidak,,,,,,,,,,,
660,Franny McAvin,S1 Keperawatan | Reguler,L,Jauh,SMAN 1 BANYUMAS,2020,20,Ikut,Tidak,3.18,Environmental Specialist,Rendah,5,Tidak,,,,,,,,,,,
661,Guthrey Menis,S1 Keperawatan | Reguler,L,Dekat,SMK Teratai Putih Bekasi,2020,21,Ikut,Tidak,3.11,Human Resources Assistant III,Rendah,4,Tidak,,,,,,,,,,,
662,Nikolai Schistl,S1 Keperawatan | Reguler,L,Jauh,MAN 3 PALEMBANG,2020,18,Tidak,Ikut,3,Geologist III,Rendah,2,Terima,,,,,,,,,,,
663,Valina Sherington,S1 Keperawatan | Reguler,L,Jauh,SMK SMTI BANDAR LAMPUNG,2020,20,Tidak,Tidak,3.15,Engineer I,Rendah,3,Tidak,,,,,,,,,,,
664,Avictor Chrispin,S1 Keperawatan | Reguler,L,Jauh,SMAN 1 SUKOHARJO,2018,18,Ikut,Ikut,3.13,Nurse Practicioner,Rendah,5,Terima,,,,,,,,,,,
665,Farris Rielly,S1 Keperawatan | Reguler,P,Jauh,MAN 1 PRINGSEWU,2020,18,Ikut,Ikut,3.14,Computer Systems Analyst I,Tinggi,4,Terima,,,,,,,,,,,
666,Ronna Fassbindler,S1 Keperawatan | Reguler,P,Dekat,SMK SMTI BANDAR LAMPUNG,2019,21,Tidak,Tidak,3.14,Account Representative IV,Sedang,4,Tidak,,,,,,,,,,,
667,Dorri Hellen,S1 Keperawatan | Reguler,L,Jauh,SMK NEGERI 2 METRO,2020,20,Tidak,Tidak,3.39,VP Marketing,Rendah,1,Tidak,,,,,,,,,,,
668,Phip Hector,S1 Keperawatan | Reguler,P,Jauh,SMA Negeri 7 Jakarta,2019,18,Ikut,Tidak,3.13,Cost Accountant,Sedang,3,Terima,,,,,,,,,,,
669,Helli Mann,S1 Keperawatan | Reguler,L,Jauh,SMAN 1 BANYUMAS,2018,20,Tidak,Ikut,3.19,Civil Engineer,Rendah,1,Tidak,,,,,,,,,,,
670,Temple Fredi,S1 Keperawatan | Reguler,P,Jauh,SMK Negeri 13 Bantargebang,2019,21,Ikut,Tidak,3.5,Sales Representative,Rendah,5,Terima,,,,,,,,,,,
671,Issiah Goreisr,S1 Keperawatan | Reguler,P,Jauh,SMA Negeri 9 Bekasi,2019,18,Ikut,Tidak,3.16,Graphic Designer,Sedang,4,Tidak,,,,,,,,,,,
672,Arthur Obington,S1 Matematika | Reguler,P,Dekat,SMAN 1 KOTAAGUNG,2020,18,Ikut,Ikut,3.17,Assistant Manager,Rendah,1,Tidak,,,,,,,,,,,
673,Lezley Kilmary,S1 Matematika | Reguler,P,Jauh,SMA Negeri 88 Bandung,2019,18,Ikut,Ikut,3.13,Actuary,Sedang,2,Tidak,,,,,,,,,,,
674,Pavel Linguard,S1 Matematika | Reguler,L,Dekat,SMK SMTI BANDAR LAMPUNG,2019,20,Tidak,Tidak,3,Junior Executive,Tinggi,4,Terima,,,,,,,,,,,
675,Drucy MacGorrie,S1 Matematika | Reguler,L,Dekat,SMAN 1 SUKOHARJO,2019,18,Tidak,Ikut,3.13,Database Administrator II,Sedang,2,Tidak,,,,,,,,,,,
676,Jeanne MacAnellye,S1 Matematika | Reguler,L,Jauh,SMAN 1 KOTAAGUNG,2018,21,Ikut,Tidak,3.1,Assistant Media Planner,Rendah,5,Tidak,,,,,,,,,,,
677,Chrisse Goodricke,S1 Matematika | Reguler,L,Jauh,SMA Negeri 372 Jakarta,2018,18,Ikut,Ikut,3.57,Internal Auditor,Tinggi,2,Terima,,,,,,,,,,,
678,Abbi Haldin,S1 Matematika | Reguler,P,Jauh,SMA Negeri 36 Malang,2019,18,Tidak,Ikut,3.39,Geological Engineer,Sedang,1,Tidak,,,,,,,,,,,
679,Butch Aldus,S1 Matematika | Reguler,L,Dekat,SMK Teratai Putih Bekasi,2020,21,Ikut,Tidak,3.19,Nurse,Rendah,4,Terima,,,,,,,,,,,
680,Martelle Bartod,S1 Matematika | Reguler,P,Jauh,SMA N 1 BANDAR MATARAM,2020,21,Ikut,Tidak,3.41,Safety Technician II,Tinggi,1,Tidak,,,,,,,,,,,
681,Camila Le Marchand,S1 Matematika | Reguler,P,Dekat,SMA Negeri 7 Jakarta,2020,20,Ikut,Ikut,3.33,Software Engineer III,Sedang,1,Tidak,,,,,,,,,,,
682,Anastasia Whitley,S1 Matematika | Reguler,L,Jauh,SMK SMTI BANDAR LAMPUNG,2018,18,Tidak,Tidak,3.57,Help Desk Operator,Sedang,2,Tidak,,,,,,,,,,,
683,Meara Hedman,S1 Matematika | Reguler,P,Dekat,SMAN 1 SUKOHARJO,2019,20,Tidak,Tidak,3.15,Administrative Officer,Rendah,3,Terima,,,,,,,,,,,
684,Ramona Hammonds,S1 Matematika | Reguler,P,Dekat,Bekasi SMK Yatindo Bekasi,2018,21,Ikut,Tidak,3.57,Environmental Tech,Sedang,2,Tidak,,,,,,,,,,,
685,Allison Burnhard,S1 Matematika | Reguler,L,Jauh,SMAN 15 BANDAR LAMPUNG,2020,18,Tidak,Tidak,3,Technical Writer,Tinggi,2,Terima,,,,,,,,,,,
686,Nick Stanyland,S1 Matematika | Reguler,P,Dekat,SMAN 1 TALANGPADANG,2020,18,Ikut,Tidak,3.68,Teacher,Sedang,1,Tidak,,,,,,,,,,,
687,Elden Rosiello,S1 Matematika | Reguler,L,Dekat,SMK SMTI BANDAR LAMPUNG,2019,18,Tidak,Ikut,3.15,Assistant Professor,Rendah,3,Terima,,,,,,,,,,,
688,Penrod Lidgley,S1 Matematika | Reguler,L,Jauh,SMA Negeri 372 Jakarta,2019,21,Tidak,Tidak,3.17,Budget/Accounting Analyst I,Rendah,1,Tidak,,,,,,,,,,,
689,Isaac Edmonstone,S1 Matematika | Reguler,P,Jauh,MAN 1 PRINGSEWU,2020,18,Tidak,Tidak,3.68,Social Worker,Sedang,1,Tidak,,,,,,,,,,,
690,Bucky Boyton,S1 Matematika | Reguler,P,Jauh,SMAN 1 BANYUMAS,2018,20,Tidak,Tidak,3.12,Nurse,Tinggi,2,Terima,,,,,,,,,,,
691,Dimitry Headingham,S1 Matematika | Reguler,L,Dekat,SMA Negeri 88 Bandung,2020,18,Tidak,Tidak,3.15,Electrical Engineer,Sedang,3,Terima,,,,,,,,,,,
692,Odessa Guerrieri,S1 Matematika | Reguler,L,Dekat,SMAN 1 SUKOHARJO,2019,20,Ikut,Ikut,3.39,Community Outreach Specialist,Rendah,1,Tidak,,,,,,,,,,,
693,Harland Wadie,S1 Matematika | Reguler,P,Dekat,SMA N 1 ULU BELU,2018,21,Tidak,Ikut,3.13,Financial Advisor,Rendah,3,Tidak,,,,,,,,,,,
694,Baryram Prewett,S1 Matematika | Reguler,L,Jauh,SMK NEGERI 2 METRO,2018,20,Ikut,Ikut,3.1,Accounting Assistant I,Tinggi,4,Terima,,,,,,,,,,,
695,Harrietta Peyton,S1 Matematika | Reguler,P,Dekat,SMK NEGERI 2 METRO,2020,20,Ikut,Tidak,3.85,Quality Control Specialist,Tinggi,5,Tidak,,,,,,,,,,,
696,Gabbie Crichton,S1 Matematika | Reguler,L,Jauh,SMAN 1 BANYUMAS,2020,18,Ikut,Tidak,3.39,Physical Therapy Assistant,Sedang,4,Tidak,,,,,,,,,,,
697,Darby Troy,S1 Matematika | Reguler,L,Dekat,SMA Negeri 372 Jakarta,2020,21,Tidak,Tidak,3.19,Computer Systems Analyst IV,Sedang,1,Tidak,,,,,,,,,,,
698,Aileen Roaf,S1 Matematika | Reguler,L,Dekat,SMAN 1 BANYUMAS,2019,21,Ikut,Tidak,3.18,Senior Sales Associate,Tinggi,4,Terima,,,,,,,,,,,
699,Gypsy Larrie,S1 Matematika | Reguler,P,Dekat,SMAN 1 SUKOHARJO,2020,21,Tidak,Ikut,3.33,Actuary,Rendah,5,Tidak,,,,,,,,,,,
700,Collin Krammer,S1 Matematika | Reguler,P,Jauh,SMA Negeri 372 Jakarta,2019,21,Tidak,Ikut,3.18,VP Accounting,Tinggi,5,Tidak,,,,,,,,,,,
701,Darby Carlo,S1 Matematika | Reguler,L,Dekat,SMA Negeri 372 Jakarta,2018,20,Tidak,Tidak,3.76,Product Engineer,Tinggi,1,Terima,,,,,,,,,,,
702,Katuscha Moule,S1 Matematika | Reguler,P,Dekat,MAN 1 PRINGSEWU,2018,20,Ikut,Tidak,3,Sales Representative,Sedang,2,Tidak,,,,,,,,,,,
703,Gideon Gremane,S1 Matematika | Reguler,P,Dekat,SMA Negeri 36 Malang,2019,20,Tidak,Ikut,3.68,Senior Quality Engineer,Tinggi,3,Tidak,,,,,,,,,,,
704,Sarette McCarthy,S1 Matematika | Reguler,P,Dekat,SMK Teratai Putih Bekasi,2019,20,Tidak,Ikut,3.19,Recruiting Manager,Tinggi,2,Tidak,,,,,,,,,,,
705,June McCorley,S1 Matematika | Reguler,P,Dekat,SMK Yapin,2019,20,Ikut,Ikut,3.14,Biostatistician I,Rendah,5,Terima,,,,,,,,,,,
706,Francklin Jenks,S1 Matematika | Reguler,P,Jauh,SMAN 1 SUKOHARJO,2019,21,Tidak,Tidak,3,Geologist II,Sedang,3,Tidak,,,,,,,,,,,
707,Odey Dossantos,S1 Matematika | Reguler,P,Dekat,SMA Negeri 36 Malang,2018,20,Tidak,Tidak,3.41,Graphic Designer,Sedang,1,Tidak,,,,,,,,,,,
708,Jayson Pillans,S1 Matematika | Reguler,P,Jauh,SMA N 1 ULU BELU,2019,20,Tidak,Tidak,3.4,Design Engineer,Sedang,2,Terima,,,,,,,,,,,
709,Melisande Decent,S1 Matematika | Reguler,P,Jauh,SMA N 1 PARDASUKA,2019,18,Ikut,Tidak,3.14,Research Associate,Sedang,4,Terima,,,,,,,,,,,
710,Violetta Jantel,S1 Matematika | Reguler,P,Dekat,SMAN 15 BANDAR LAMPUNG,2019,18,Ikut,Ikut,3.15,Help Desk Technician,Tinggi,3,Tidak,,,,,,,,,,,
711,Vania Sleigh,S1 Matematika | Reguler,P,Jauh,SMK Teratai Putih Bekasi,2020,18,Tidak,Tidak,3.57,Marketing Manager,Tinggi,3,Tidak,,,,,,,,,,,
712,Haslett Tompsett,S1 Matematika | Reguler,L,Dekat,SMA Negeri 36 Malang,2018,18,Ikut,Ikut,3.4,Senior Cost Accountant,Sedang,1,Tidak,,,,,,,,,,,
713,Hadleigh Rivard,S1 Matematika | Reguler,L,Jauh,SMAN 1 SUKOHARJO,2020,21,Ikut,Tidak,3.13,Safety Technician I,Rendah,3,Tidak,,,,,,,,,,,
714,Faythe Blaze,S1 Matematika | Reguler,P,Dekat,SMAN 1 TALANGPADANG,2018,18,Ikut,Tidak,3.18,Environmental Tech,Sedang,2,Terima,,,,,,,,,,,
715,Devon Jesse,S1 Matematika | Reguler,L,Jauh,SMA Negeri 372 Jakarta,2020,20,Tidak,Tidak,3.19,Database Administrator I,Rendah,4,Terima,,,,,,,,,,,
716,Quinn Killock,S1 Matematika | Reguler,P,Dekat,SMK SMTI BANDAR LAMPUNG,2020,18,Tidak,Ikut,3.54,Product Engineer,Sedang,3,Tidak,,,,,,,,,,,
717,Aurel Jerschke,S1 Matematika | Reguler,P,Jauh,SMAN 1 BANYUMAS,2019,21,Tidak,Ikut,3,Social Worker,Tinggi,2,Terima,,,,,,,,,,,
718,Hughie Boddis,S1 Matematika | Reguler,P,Jauh,MAN 3 PALEMBANG,2018,20,Ikut,Tidak,3.19,Developer III,Tinggi,1,Tidak,,,,,,,,,,,
719,Norry Twamley,S1 Matematika | Reguler,P,Dekat,SMK SMTI BANDAR LAMPUNG,2020,21,Ikut,Ikut,3.5,Internal Auditor,Sedang,4,Tidak,,,,,,,,,,,
720,Bartolemo Popelay,S1 Matematika | Reguler,P,Jauh,SMA N 1 ULU BELU,2018,20,Ikut,Tidak,3.18,Graphic Designer,Tinggi,5,Terima,,,,,,,,,,,
721,Blondell Cockley,S1 Matematika | Reguler,P,Jauh,SMK SMTI BANDAR LAMPUNG,2020,21,Tidak,Tidak,3.17,Programmer Analyst III,Sedang,5,Terima,,,,,,,,,,,
722,Siffre Caughtry,S1 Matematika | Reguler,P,Jauh,SMK Negeri 13 Bantargebang,2020,20,Ikut,Ikut,3.33,Environmental Tech,Tinggi,2,Terima,,,,,,,,,,,
723,Arne Talks,S1 Matematika | Reguler,L,Dekat,SMAN 1 BANYUMAS,2020,18,Ikut,Ikut,3.1,Help Desk Operator,Tinggi,1,Tidak,,,,,,,,,,,
724,Derward Bartoletti,S1 Matematika | Reguler,L,Dekat,MAN 1 PRINGSEWU,2019,20,Tidak,Ikut,3.54,Physical Therapy Assistant,Tinggi,2,Terima,,,,,,,,,,,
725,Cristobal Feragh,S1 Matematika | Reguler,L,Dekat,SMA N 1 PARDASUKA,2019,18,Tidak,Ikut,3.76,Help Desk Operator,Tinggi,4,Terima,,,,,,,,,,,
726,Niels Norton,S1 Matematika | Reguler,P,Dekat,SMK NEGERI 2 METRO,2018,20,Tidak,Ikut,3.18,Media Manager III,Rendah,1,Terima,,,,,,,,,,,
727,Zorina Merwede,S1 Matematika | Reguler,L,Jauh,SMK NEGERI 2 METRO,2018,18,Ikut,Ikut,3,Help Desk Operator,Rendah,2,Terima,,,,,,,,,,,
728,Tony Bendel,S1 Matematika | Reguler,L,Dekat,SMA XAVERIUS PRINGSEWU,2019,18,Tidak,Ikut,3.39,Teacher,Sedang,3,Tidak,,,,,,,,,,,
729,Flem Cheyne,S1 Matematika | Reguler,L,Jauh,MAN 3 PALEMBANG,2020,21,Tidak,Tidak,3.11,Staff Accountant II,Tinggi,1,Terima,,,,,,,,,,,
730,Geri Dudgeon,S1 Matematika | Reguler,L,Dekat,SMAN 1 BANYUMAS,2020,18,Tidak,Tidak,3.41,Engineer IV,Rendah,4,Tidak,,,,,,,,,,,
731,Lindi Rushman,S1 Matematika | Reguler,P,Jauh,SMA Negeri 88 Bandung,2020,18,Tidak,Tidak,3.15,Environmental Specialist,Sedang,4,Terima,,,,,,,,,,,
732,Tina Torry,S1 Matematika | Reguler,L,Dekat,SMAN 1 KOTAAGUNG,2018,18,Ikut,Ikut,3.33,Financial Analyst,Rendah,4,Tidak,,,,,,,,,,,
733,Elihu Heyworth,S1 Matematika | Reguler,P,Jauh,SMA N 1 PARDASUKA,2020,20,Tidak,Tidak,3.16,Account Executive,Tinggi,1,Tidak,,,,,,,,,,,
734,Kristen Erni,S1 Matematika | Reguler,L,Dekat,SMA N 1 BANDAR MATARAM,2020,20,Tidak,Ikut,3.19,Civil Engineer,Tinggi,4,Tidak,,,,,,,,,,,
735,Nicola Thing,S1 Psikolog | Reguler,L,Jauh,SMA Negeri 7 Jakarta,2019,20,Ikut,Ikut,3.12,Food Chemist,Rendah,3,Tidak,,,,,,,,,,,
736,Dennie Auger,S1 Psikolog | Reguler,L,Dekat,SMA Negeri 88 Bandung,2019,21,Ikut,Ikut,3.57,Electrical Engineer,Sedang,2,Tidak,,,,,,,,,,,
737,Angele Januszewicz,S1 Psikolog | Reguler,L,Jauh,SMA XAVERIUS PRINGSEWU,2020,21,Ikut,Ikut,3.14,Structural Engineer,Rendah,5,Tidak,,,,,,,,,,,
738,Jefferson Danieli,S1 Psikolog | Reguler,L,Jauh,SMA Negeri 36 Malang,2019,21,Ikut,Tidak,3.14,Account Coordinator,Tinggi,2,Terima,,,,,,,,,,,
739,Henrik Mougenel,S1 Psikolog | Reguler,L,Jauh,SMAN 1 BANYUMAS,2018,21,Tidak,Tidak,3.57,Quality Engineer,Sedang,4,Terima,,,,,,,,,,,
740,Austina Gurley,S1 Psikolog | Reguler,P,Dekat,SMK Yapin,2018,20,Tidak,Tidak,3.85,Speech Pathologist,Tinggi,5,Terima,,,,,,,,,,,
741,Bethanne Hallahan,S1 Psikolog | Reguler,P,Jauh,SMAN 1 TALANGPADANG,2018,18,Ikut,Ikut,3.5,Quality Control Specialist,Rendah,4,Terima,,,,,,,,,,,
742,Shellie Carberry,S1 Psikolog | Reguler,L,Jauh,SMA Negeri 7 Jakarta,2018,18,Ikut,Ikut,3.1,Compensation Analyst,Rendah,3,Tidak,,,,,,,,,,,
743,Sharai Fouracre,S1 Psikolog | Reguler,L,Dekat,SMA N 1 PARDASUKA,2019,20,Tidak,Tidak,3.19,Operator,Rendah,3,Terima,,,,,,,,,,,
744,Ed Singers,S1 Psikolog | Reguler,P,Jauh,SMA Negeri 36 Malang,2020,21,Ikut,Tidak,3.19,Desktop Support Technician,Rendah,5,Tidak,,,,,,,,,,,
745,Jade Shevelin,S1 Psikolog | Reguler,P,Dekat,SMAN 1 KOTAAGUNG,2020,18,Ikut,Ikut,3.14,Food Chemist,Tinggi,3,Terima,,,,,,,,,,,
746,Wynny Buckenham,S1 Psikolog | Reguler,L,Jauh,MAN 3 PALEMBANG,2020,20,Tidak,Tidak,3.17,Research Nurse,Tinggi,1,Terima,,,,,,,,,,,
747,Stacia Clegg,S1 Psikolog | Reguler,P,Dekat,SMA N 1 BANDAR MATARAM,2018,20,Tidak,Tidak,3.14,Chemical Engineer,Sedang,2,Tidak,,,,,,,,,,,
748,Ceil Pidgeon,S1 Psikolog | Reguler,P,Jauh,Bekasi SMK Yatindo Bekasi,2018,18,Tidak,Tidak,3.16,Accounting Assistant IV,Rendah,2,Tidak,,,,,,,,,,,
749,Fernando Girkin,S1 Psikolog | Reguler,L,Jauh,SMA Negeri 36 Malang,2019,18,Tidak,Ikut,3.15,Editor,Tinggi,4,Terima,,,,,,,,,,,
750,Wells Birtonshaw,S1 Psikolog | Reguler,L,Dekat,SMAN 15 BANDAR LAMPUNG,2020,18,Ikut,Ikut,3.17,Web Designer III,Tinggi,1,Tidak,,,,,,,,,,,
751,Foss Lansberry,S1 Psikolog | Reguler,L,Jauh,MAN 1 PRINGSEWU,2020,18,Ikut,Tidak,3.33,Director of Sales,Rendah,3,Terima,,,,,,,,,,,
752,Jeremias Matthewson,S1 Psikolog | Reguler,L,Dekat,Bekasi SMK Yatindo Bekasi,2018,20,Tidak,Ikut,3.18,Recruiting Manager,Tinggi,1,Terima,,,,,,,,,,,
753,Minnie Bear,S1 Psikolog | Reguler,P,Dekat,MAN 1 PRINGSEWU,2019,20,Tidak,Ikut,3.16,Geological Engineer,Rendah,5,Terima,,,,,,,,,,,
754,Kirby Sheran,S1 Psikolog | Reguler,P,Jauh,SMA N 1 ULU BELU,2018,21,Ikut,Ikut,3.42,Associate Professor,Sedang,4,Tidak,,,,,,,,,,,
755,Deanne Ryce,S1 Psikolog | Reguler,L,Jauh,SMAN 15 BANDAR LAMPUNG,2019,18,Ikut,Ikut,3.39,Food Chemist,Sedang,2,Terima,,,,,,,,,,,
756,Marijo Turneaux,S1 Psikolog | Reguler,L,Dekat,SMA Negeri 36 Malang,2018,18,Ikut,Tidak,3.11,Compensation Analyst,Rendah,3,Terima,,,,,,,,,,,
757,Wendel Sliman,S1 Psikolog | Reguler,P,Dekat,SMA Negeri 9 Bekasi,2019,20,Ikut,Tidak,3.33,Health Coach II,Rendah,4,Terima,,,,,,,,,,,
758,Deana Pilger,S1 Psikolog | Reguler,L,Jauh,SMA N 1 PARDASUKA,2020,18,Ikut,Ikut,3.39,Environmental Tech,Tinggi,1,Tidak,,,,,,,,,,,
759,Rochella Drissell,S1 Psikolog | Reguler,L,Dekat,SMAN 15 BANDAR LAMPUNG,2018,21,Tidak,Tidak,3.42,Senior Sales Associate,Sedang,3,Terima,,,,,,,,,,,
760,Briano Corkill,S1 Psikolog | Reguler,P,Jauh,SMK Yapin,2020,20,Tidak,Ikut,3.5,Senior Developer,Tinggi,5,Tidak,,,,,,,,,,,
761,Kaye Langhor,S1 Psikolog | Reguler,P,Dekat,SMA XAVERIUS PRINGSEWU,2019,21,Tidak,Ikut,3.14,Programmer Analyst II,Tinggi,5,Tidak,,,,,,,,,,,
762,Shanon Le Huquet,S1 Psikolog | Reguler,L,Dekat,SMA Negeri 88 Bandung,2018,20,Ikut,Tidak,3.16,Director of Sales,Sedang,4,Tidak,,,,,,,,,,,
763,Trstram Thulborn,S1 Psikolog | Reguler,P,Dekat,SMA N 1 BANDAR MATARAM,2020,18,Ikut,Ikut,3.11,Legal Assistant,Tinggi,1,Tidak,,,,,,,,,,,
764,Leonelle Hopkynson,S1 Psikolog | Reguler,L,Jauh,MAN 1 PRINGSEWU,2018,21,Ikut,Ikut,3.12,Research Associate,Sedang,1,Tidak,,,,,,,,,,,
765,Robby Lovat,S1 Psikolog | Reguler,P,Dekat,SMA Negeri 9 Bekasi,2020,20,Ikut,Ikut,3.33,Web Developer IV,Rendah,1,Tidak,,,,,,,,,,,
766,Joyous Dulton,S1 Psikolog | Reguler,P,Jauh,SMA Negeri 88 Bandung,2019,21,Ikut,Ikut,3.5,Tax Accountant,Tinggi,5,Terima,,,,,,,,,,,
767,Ashla Lipmann,S1 Psikolog | Reguler,P,Dekat,MAN 3 PALEMBANG,2018,18,Tidak,Tidak,3.76,Software Consultant,Sedang,3,Tidak,,,,,,,,,,,
768,Rafaellle Withers,S1 Psikolog | Reguler,L,Jauh,MAN 1 PRINGSEWU,2018,18,Ikut,Tidak,3.54,Pharmacist,Tinggi,1,Tidak,,,,,,,,,,,
769,Inez Oliver,S1 Psikolog | Reguler,L,Jauh,SMAN 1 KOTAAGUNG,2018,20,Tidak,Tidak,3,Database Administrator III,Tinggi,2,Tidak,,,,,,,,,,,
770,Noam d' Eye,S1 Psikolog | Reguler,L,Jauh,SMA XAVERIUS PRINGSEWU,2020,20,Ikut,Tidak,3.41,Financial Analyst,Rendah,2,Tidak,,,,,,,,,,,
771,Ara Itzhaiek,S1 Psikolog | Reguler,L,Jauh,Bekasi SMK Yatindo Bekasi,2019,20,Tidak,Ikut,3.68,Pharmacist,Rendah,1,Tidak,,,,,,,,,,,
772,Justinn Adelsberg,S1 Psikolog | Reguler,P,Jauh,SMAN 1 TALANGPADANG,2019,18,Tidak,Ikut,3.12,Librarian,Tinggi,4,Tidak,,,,,,,,,,,
773,Donnell Linham,S1 Psikolog | Reguler,P,Dekat,SMAN 15 BANDAR LAMPUNG,2019,21,Tidak,Tidak,3.42,Desktop Support Technician,Tinggi,2,Tidak,,,,,,,,,,,
774,Rudyard McIlhatton,S1 Psikolog | Reguler,P,Jauh,SMA N 1 ULU BELU,2018,18,Tidak,Tidak,3.15,Senior Developer,Rendah,5,Tidak,,,,,,,,,,,
775,Cyndie Buntin,S1 Psikolog | Reguler,L,Jauh,SMK Yapin,2019,18,Ikut,Ikut,3.12,Geological Engineer,Tinggi,3,Terima,,,,,,,,,,,
776,Juieta Foxwell,S1 Psikolog | Reguler,L,Jauh,SMAN 15 BANDAR LAMPUNG,2018,20,Tidak,Tidak,3.39,Internal Auditor,Sedang,4,Terima,,,,,,,,,,,
777,Nyssa Strathe,S1 Psikolog | Reguler,L,Dekat,SMK Yapin,2020,20,Tidak,Tidak,3.54,Legal Assistant,Rendah,2,Terima,,,,,,,,,,,
778,Pat Canham,S1 Psikolog | Reguler,L,Dekat,SMAN 1 TALANGPADANG,2019,21,Ikut,Tidak,3.15,Programmer IV,Tinggi,3,Tidak,,,,,,,,,,,
779,Ambros Kaminski,S1 Psikolog | Reguler,P,Dekat,SMAN 1 KOTAAGUNG,2018,20,Tidak,Ikut,3.19,Staff Accountant I,Rendah,2,Tidak,,,,,,,,,,,
780,Kiel Allaway,S1 Psikolog | Reguler,L,Jauh,SMK SMTI BANDAR LAMPUNG,2020,20,Tidak,Tidak,3.13,Office Assistant I,Sedang,4,Terima,,,,,,,,,,,
781,Eldin Voules,S1 Psikolog | Reguler,L,Dekat,SMA Negeri 88 Bandung,2018,21,Ikut,Ikut,3.11,Technical Writer,Rendah,2,Tidak,,,,,,,,,,,
782,Sayre A'Barrow,S1 Psikolog | Reguler,L,Jauh,MAN 3 PALEMBANG,2018,21,Ikut,Ikut,3.76,Assistant Manager,Sedang,5,Terima,,,,,,,,,,,
783,Hyatt Tribble,S1 Psikolog | Reguler,L,Jauh,SMA N 1 PARDASUKA,2019,21,Tidak,Tidak,3.41,Account Representative II,Rendah,2,Tidak,,,,,,,,,,,
